Services;Localisation;Region;Auteur;Commentaires;Date;Etoile;
Pôle emploi;135 Rue Jacques Duclos, 93600 Aulnay-sous-Bois;Île-de-France;C'est Apy;Le pire du monde .;23/05/2019;1;
Pôle emploi;135 Rue Jacques Duclos, 93600 Aulnay-sous-Bois;Île-de-France;Marie;MAUVAISE ORGANISATION;23/05/2017;1;
Pôle emploi;135 Rue Jacques Duclos, 93600 Aulnay-sous-Bois;Île-de-France;Marie-Hélène Briere;Je mets 1 car il est impossible de mettre 0.Personnel irrespectueux et dénigrant, ils ne font que rabaisser les gens.Aucune demande n’est transmise. On vous laisse de côté pendant des mois sans aucune aide de retour à l’emploi.Une fois la formation trouvée, la seule et unique fois que “ma conseillère” sana BEN NASR m’appelle, elle ne se présente même pas et m’annonce juste qu’elle ne m’aidera pas.Question : à quoi sert Pôle emploi si ce n’est à mettre des bâtons dans les roues de gens qui cherchent simplement à s’en sortir !!!Peut être à radier les gens de pôle emploi pour baisser les statistiques de chômeurs ?Une vraie honte pour ce pays !;22/04/2023;1;
Pôle emploi;2 Rue des Charbonniers, 95330 Domont;Île-de-France;Hookah Night;Ça fais 3 fois que je viens et la personne à l’accueil est toujours souriante et a su toujours me renseigner pour mes démarches poids lourd et aussi mon indemnisation. Merci aussi à mon conseiller Monsieur Babdor du suivi de mon dossier;23/03/2023;5;
Pôle emploi;2 Rue des Charbonniers, 95330 Domont;Île-de-France;M F;Inadmissible service aussi incompetent. je me suis plainte et mes reclamations vont à mon conseiller lui meme ! et je ńai jamais de reponses donc meme la mediation idf ne peut rien faire. c'est maintenant depuis aujourd'hui mon assistante sociale qui gere mon dossier. car la directrice de l´agence ne doit meme pas etre au courant du NON service laborieu et catastrophique.;23/12/2022;1;
Pôle emploi;2 Rue des Charbonniers, 95330 Domont;Île-de-France;Iliane Bessa;Madame Cassier est très professionnelle. Une agence super réactive et toujours gentille. Merci à vous;23/12/2022;5;
Pôle emploi;2 Rue des Charbonniers, 95330 Domont;Île-de-France;Théophilos;J'étais parti avec des aprioris en lisant les avis négatifs... Mais pourtant ils étaient accueillant, à l'écoute et de bons conseils 👏! …;23/12/2022;5;
Pôle emploi;2 Rue des Charbonniers, 95330 Domont;Île-de-France;Mélania R.;Écoutez, personnellement j'ai toujours des employers compréhensifs au téléphone, qui font du mieux qu'ils peuvent, qui se démènent souvent pour m'aider...;24/10/2022;5;
Pôle emploi;2 Rue des Charbonniers, 95330 Domont;Île-de-France;Thibault Moizan;Tout d'abord je ne suis pas demandeur d'emploi, avec mon entreprise nous avons eu affaire à ce pôle emploi pour recruter une personne.Premier rendez-vous se passe bien, mais un jour la personne qui s'occupe de notre dossier arrive dans notre entreprise, rentre sans sonner ni se présenter et se met à crier et à être véhémente envers nous, qui ne sommes que des employer avec comme seul rapport avec les embauche qu'un avis consultatif sur les dossiers que nous présente notre hiérarchie.De plus elle parlait tellement fort et était tellement véhémente que je n'entendais plus les personnes avec qui j'étais au téléphone, je pense qu'elle n'aurait pas accepter le quart de ce qu'elle a fait si nous avions été une personne venant dans son bureau de pôle emploi.Cette personne n'avait aucun respect et se croyait tout permis jusqu'à exiger le nom, le prénom et l'adresse de mon collègue que nous venions de recruter en dehors de pôle emploi et qui n'était pas inscrit en tant que demandeur d'emploi.J'ai fréquenté quelques agences pôle emploi ces dernières années à la fois en tant que personne cherchant un emploi ainsi qu'en tant que personne proposant un poste et je pense qu'il serait temps que les conseillers se remettent en question et apprennent à parler correctement aux gens. Nous ne sommes pas à leur disposition, s'ils souhaitent qu'on les respecte, ils devraient commencer par respecter les autres.;22/05/2022;1;
Pôle emploi;2 Rue des Charbonniers, 95330 Domont;Île-de-France;Maeva LE DUC;Conseillère indemnisation inutile qui ne répond même pas à nos question et qui de plus clôture notre échange..;23/11/2022;1;
Pôle emploi;2 Rue des Charbonniers, 95330 Domont;Île-de-France;Lil Ia;J'avais peur d'y aller en lisant les commentaires négativesDonc je suis passée aujourd'hui pour finaliser mon inscription et surprise j'étais très bien accueillie et surtout très bien orientée !.Une dame très gentille et à l'écoute et de très bons conseils  ...Merci infiniment;22/05/2022;5;
Pôle emploi;2 Rue des Charbonniers, 95330 Domont;Île-de-France;Khaled ABDENNOUR;2 fois je dépose le rib et 5 mails pour informer la conseillère et une semaine d'attendre et quand tu l'appelle par téléphone elle vous répond comme vous voulez soit tu attends ou casse toiEt je perdu mes points CPF  1500 euros pareille une histoire longue avec eux et l'auto-école;22/05/2021;1;
Pôle emploi;2 Rue des Charbonniers, 95330 Domont;Île-de-France;Florent Robert;Super pôle emploi.;23/11/2022;5;
Pôle emploi;2 Rue des Charbonniers, 95330 Domont;Île-de-France;Sahraoui Karim;Le pire pôle emploi de toute la france tout simplement.;22/05/2021;1;
Pôle emploi;2 Rue des Charbonniers, 95330 Domont;Île-de-France;Evans Alex;C vraiment nul il ne t'aide pas vraiment pas;23/05/2017;1;
Pôle emploi;2 Rue des Charbonniers, 95330 Domont;Île-de-France;Clément Wds;A chaque fois que je passe devant ils sont toujours en pause😂😂😂 …;23/05/2018;1;
Pôle emploi;2 Rue des Charbonniers, 95330 Domont;Île-de-France;Pipi dejour;A voir si mon mari trouve quelque chose;23/05/2017;1;
Pôle emploi;2 Rue des Charbonniers, 95330 Domont;Île-de-France;Olivier Edgard NYONGO;Agence Pour l'Emploi;23/05/2017;5;
Pôle emploi;2 Rue des Charbonniers, 95330 Domont;Île-de-France;ismaeel khan;Good serviceGood people;22/05/2022;3;
Pôle emploi;2 Rue Paul Langevin, 93270 Sevran;Île-de-France;Demba Sylla;Personnel non qualifiés raccroches au nez, donne des rendez-vous aléatoire ne répond pas souvent aux mails en général le pôle emploi c’est zéro mais celui de Sevran c’est le top du zéro conseillère fantôme mme Ziani;22/04/2023;1;
Pôle emploi;2 Rue Paul Langevin, 93270 Sevran;Île-de-France;Nathalie Maillet;L'accueil est agréable pas trop d'attente;22/01/2023;5;
Pôle emploi;2 Rue Paul Langevin, 93270 Sevran;Île-de-France;Didine Jane moi;Je me demande à quoi sert le pôle emploi... à pas grand chose, je crois !En fait, il vaut mieux compter sur soi même  pour trouver un bon job...ou faire une formation intéressante.;22/05/2021;2;
Pôle emploi;2 Rue Paul Langevin, 93270 Sevran;Île-de-France;Karima Talhi;Bonjour, aucun problème avec ma conseillère,  je lui ai poser des questions sur mon espace elle m'a répondue le même jour. Une deuxième fois, javais besoin de réponses urgentes,, elle ma rappeler aussi le même jour.honnêtement ça m'étonne qu'il y ai pas plus d avis +.;22/05/2021;5;
Pôle emploi;2 Rue Paul Langevin, 93270 Sevran;Île-de-France;Brahim brahim;Le pôle emploi existe juste pour existé , ne sert absolument à rien pour les personnes qui ont perdu un emploi et qui souhaite et retrouver un job..un service qui est mal géré et très malhonnête..;23/05/2019;1;
Pôle emploi;2 Rue Paul Langevin, 93270 Sevran;Île-de-France;vlad pokasli;Gant mappa;22/05/2022;1;
Pôle emploi;2 Rue Paul Langevin, 93270 Sevran;Île-de-France;Soulaymane Daoudi;Il mon Aider à trouver un travail;22/05/2020;5;
Pôle emploi;2 Rue Paul Langevin, 93270 Sevran;Île-de-France;Onistrat Natasha;Rugueux, confortable.;22/05/2020;5;
Pôle emploi;38 Av. Ambroise Croizat, 60160 Montataire;Île-de-France;B A;Mon Dieu l'amabilité catastrophique au téléphone de ce jeune homme, qui ne fera pas le moindre effort supplémentaire pour satisfaire ma demande.Il faut croire cette personne sur parole et prier pour que ce qu'il ait fait soit bien appliqué.Pas de présentation on ne sait pas à qui on parle...Après les Pôle Emploi se plaignent de leur réputation, franchement faut pas s'étonner, je suis pourtant très tolérant. Il faut vraiment arrêter d'embaucher n'importe quoi, on n'est pas au quartier là...!;22/05/2020;1;
Pôle emploi;38 Av. Ambroise Croizat, 60160 Montataire;Île-de-France;d'événement en événement mimi;Aucun suivi ni prise de contact depuis fin mars pour une jeune qui devait commencer un stage en mai 2021. Malgré les mails, les appels et déplacements sur place. C'est scandaleux!;22/05/2022;1;
Pôle emploi;38 Av. Ambroise Croizat, 60160 Montataire;Île-de-France;Mickaël Ziane;Le dernier rendez-vous j'étais très satisfait de l'accueil et des propositions faite par mon référent je trouve qu'il ce sont améliorées, dès le lendemain j'i suis retourné pour taper un cv avec un agent il ma aidé du début jusqu'à la fin beaucoup d'amélioration et un accompagnement complet j'espère que ça va porté c'est fruits;22/05/2021;5;
Pôle emploi;38 Av. Ambroise Croizat, 60160 Montataire;Île-de-France;Lillia Alina;Pole emploi montataire : Rarement aimable, 3949 un desastre, on laisse numero telephone, Personne ne rapelle, et si apres maintes difficultes, on reussit `a` obtenir un operateur, pas formè ou mal, on doit rappeller........Triste;22/05/2021;1;
Pôle emploi;38 Av. Ambroise Croizat, 60160 Montataire;Île-de-France;Dylan Facon;Retard 30 minute à l'ouverture comme tous les jours, accueille d'une méchanceté époustouflant, aucune aide venant des fonctionnaire, un vrai désastre;22/05/2020;1;
Pôle emploi;38 Av. Ambroise Croizat, 60160 Montataire;Île-de-France;Houssine Allouache;Je pense à mon avis c'était mieux avant car il était pas loin de chez moi , mais le plus ici c'est qu'il y ait un parking.;23/05/2019;2;
Pôle emploi;38 Av. Ambroise Croizat, 60160 Montataire;Île-de-France;Herve Gaudinot;Personnel accueillant et polis;22/04/2023;3;
Pôle emploi;38 Av. Ambroise Croizat, 60160 Montataire;Île-de-France;Kevin Petit;1h301d attente au téléphone ses une honte je serai vouv changer de métier;23/05/2018;1;
Pôle emploi;38 Av. Ambroise Croizat, 60160 Montataire;Île-de-France;Herve Gaudinot;Employés plutôt sympa.;23/05/2019;3;
Pôle emploi;38 Av. Ambroise Croizat, 60160 Montataire;Île-de-France;zaz dad;Gentils;23/05/2018;5;
Pôle emploi;38 Av. Ambroise Croizat, 60160 Montataire;Île-de-France;Вагирен Сергей Гид в Париже;trois bons;22/01/2023;5;
Pôle emploi;38 Av. Ambroise Croizat, 60160 Montataire;Île-de-France;ANAR MATTHIEU;Super;23/05/2017;5;
Pôle emploi;22 Av. Albert Einstein, 93150 Le Blanc-Mesnil;Île-de-France;bakary ballo;Aujourd'hui j'ai été reçu par une pro une femme compétente elle n'est pas ma conseillère mais elle fait un travail d'une qualité impeccable elle est à l'écoute prend le temp d'expliquer très patiente elle m'a reçu dans le bureau à juste à côté des collègues de l'accueil je lui dit un grand merci pour sa gentillesse sont professionnalisme.Je ne connais pas son nom je croit que elle est maghrébine elle avait un pull blanc augmenter lui son salaire elle mérite c vraiment la première fois aujourd'hui que je sort de pôle emploi avec un grand sourire et de la joie elle la régler tout ceux qu'il fallait faire.Au passage il y a aussi une autre dame au service indemnisation au top je ne connais pas aussi son nom c une blonde avec des lunettes vraiment pro merci a vous mesdames bravo sincèrement;24/10/2022;5;
Pôle emploi;22 Av. Albert Einstein, 93150 Le Blanc-Mesnil;Île-de-France;oni skyze;Incompétence et manque de professionnalisme constant côté indemnisation, les espoirs se sont envolés côté recherche d’emploi, une belle blague administrative ce pole emploi.;22/01/2023;1;
Pôle emploi;22 Av. Albert Einstein, 93150 Le Blanc-Mesnil;Île-de-France;Lola Ll;Mal reçu par certaines dames de l accueil. Il faut peut être comprendre que les personnes qui vivent du chômage ne sont pas forcément des cassoss !!! Les conseils sont minimes et après ils s'énervent quand on demande des informations complémentaires !!;23/05/2018;1;
Pôle emploi;22 Av. Albert Einstein, 93150 Le Blanc-Mesnil;Île-de-France;Huarrep PRT;Très bon accueil ! j'ai eu rdv avec une conseillère ( Me Larhantec) dans le cadre de ma création d'entreprise ça a sûrement été le meilleur des rendez-vous que j'ai eu depuis que j'ai fini les études et que je suis rentrée dans la vie active, Très impliqué très humaine et de très bon conseil !;23/05/2019;5;
Pôle emploi;22 Av. Albert Einstein, 93150 Le Blanc-Mesnil;Île-de-France;denis han;tres mauvaise, ne sert a rien , sauf a justifier leur salaire, supprimez cette chose serait economiquement viable pour  l economie;22/05/2021;1;
Pôle emploi;22 Av. Albert Einstein, 93150 Le Blanc-Mesnil;Île-de-France;XtraMicka;bon horaires, malgré que ce soit fermé vendredi après midi. Mais... très bon accueil et ils vous guident bien.;23/05/2019;5;
Pôle emploi;22 Av. Albert Einstein, 93150 Le Blanc-Mesnil;Île-de-France;Ahamed Elhad Youssouf;Les personnelles sont pas accueillant, ils expliquent très mal.;23/05/2018;1;
Pôle emploi;22 Av. Albert Einstein, 93150 Le Blanc-Mesnil;Île-de-France;imran aziza;Le personnel est a l ecoute et très agréable malgré la surcharge de travail;23/05/2019;5;
Pôle emploi;22 Av. Albert Einstein, 93150 Le Blanc-Mesnil;Île-de-France;Marie Georges Philet;Peu d'attente personnel disponible pour aider lors de connexion internet car tout le monde n'est pas encore au point;23/05/2018;3;
Pôle emploi;22 Av. Albert Einstein, 93150 Le Blanc-Mesnil;Île-de-France;marie arive;Pas tres sympa les personnes de l'accueil;23/05/2019;1;
Pôle emploi;22 Av. Albert Einstein, 93150 Le Blanc-Mesnil;Île-de-France;Thierry Boisné;Bien renseigné et bien pris en charge rien à dire 👌🏽 …;23/05/2019;5;
Pôle emploi;22 Av. Albert Einstein, 93150 Le Blanc-Mesnil;Île-de-France;LIHOMA said;Très bien;23/05/2019;5;
Pôle emploi;22 Av. Albert Einstein, 93150 Le Blanc-Mesnil;Île-de-France;Zerarka Mohamed;Au top très bon accueil;23/05/2019;5;
Pôle emploi;22 Av. Albert Einstein, 93150 Le Blanc-Mesnil;Île-de-France;Miki Lili Elenica Lelica;Bof.....;23/05/2018;2;
Pôle emploi;22 Av. Albert Einstein, 93150 Le Blanc-Mesnil;Île-de-France;Diakite Wassoulou;Pour le traitement de travailler;22/05/2021;4;
Pôle emploi;22 Av. Albert Einstein, 93150 Le Blanc-Mesnil;Île-de-France;Son Toks;Nouveau bâtiment;23/05/2018;3;
Pôle emploi;22 Av. Albert Einstein, 93150 Le Blanc-Mesnil;Île-de-France;Paul Pop;Merci;23/05/2019;5;
Pôle emploi;22 Av. Albert Einstein, 93150 Le Blanc-Mesnil;Île-de-France;Arivef 1234;Àide beaucoup;23/05/2018;4;
Pôle emploi;22 Av. Albert Einstein, 93150 Le Blanc-Mesnil;Île-de-France;Nina Lener;La directrice est très compétente et elle est géniale;23/05/2018;5;
Pôle emploi;22 Av. Albert Einstein, 93150 Le Blanc-Mesnil;Île-de-France;Саша Осипов;👍 …;26/07/2022;5;
